order_date,sku,product_name,quantity_sold,unit_price,unit_cost,revenue,cost,profit,region,channel,customer_segment
2026-04-13,SKU-006,Resistance Bands,11,12,6.96,132,76.56,55.44,East,Amazon,Wholesale
2026-04-13,SKU-007,Meal Prep Container,10,18,8.64,180,86.4,93.6,North,Wholesale,Returning
2026-04-13,SKU-008,Trail Mix Pack,4,24,12.72,96,50.88,45.12,Online,Retail,New
2026-04-13,SKU-009,Vitamin Organizer,1,30,17.4,30,17.4,12.6,West,Amazon,Returning
2026-04-13,SKU-011,Sports Towel,10,14,7.42,140,74.2,65.8,North,Wholesale,Returning
2026-04-13,SKU-012,Electrolyte Pack,8,20,11.6,160,92.8,67.2,South,Wholesale,Returning
2026-04-13,SKU-013,Knee Support,9,26,12.48,234,112.32,121.68,Online,Shopify,New
2026-04-13,SKU-014,Gym Gloves,11,32,16.96,352,186.56,165.44,South,Retail,Returning
2026-04-13,SKU-015,Jump Rope,8,38,22.04,304,176.32,127.68,East,Wholesale,Wholesale
2026-04-13,SKU-016,Massage Ball,5,16,7.68,80,38.4,41.6,East,Retail,VIP
2026-04-13,SKU-017,Compression Sleeve,6,22,11.66,132,69.96,62.04,Online,Shopify,VIP
2026-04-13,SKU-018,Training Cone,9,28,16.24,252,146.16,105.84,Online,Shopify,New
2026-04-13,SKU-019,Water Filter,5,34,16.32,170,81.6,88.4,West,Amazon,New
2026-04-13,SKU-020,Energy Gel,22,40,21.2,880,466.4,413.6,East,Amazon,Returning
2026-04-14,SKU-001,Hydration Bottle,10,10,4.8,100,48.0,52.0,South,Shopify,New
2026-04-14,SKU-002,Protein Bar Box,7,16,8.48,112,59.36,52.64,West,Wholesale,Returning
2026-04-14,SKU-003,Yoga Mat,8,22,12.76,176,102.08,73.92,West,Wholesale,Returning
2026-04-14,SKU-004,Running Socks,12,28,13.44,336,161.28,174.72,Online,Retail,Returning
2026-04-14,SKU-005,Smart Scale,11,34,18.02,374,198.22,175.78,South,Wholesale,Wholesale
2026-04-14,SKU-006,Resistance Bands,8,12,6.96,96,55.68,40.32,West,Amazon,Returning
2026-04-14,SKU-007,Meal Prep Container,14,18,8.64,252,120.96,131.04,West,Shopify,New
2026-04-14,SKU-008,Trail Mix Pack,4,24,12.72,96,50.88,45.12,Online,Wholesale,Wholesale
2026-04-14,SKU-009,Vitamin Organizer,2,30,17.4,60,34.8,25.2,Online,Retail,Returning
2026-04-14,SKU-010,Foam Roller,6,36,17.28,216,103.68,112.32,East,Shopify,Returning
2026-04-14,SKU-011,Sports Towel,10,14,7.42,140,74.2,65.8,East,Wholesale,New
2026-04-14,SKU-013,Knee Support,11,26,12.48,286,137.28,148.72,South,Shopify,Returning
2026-04-14,SKU-014,Gym Gloves,8,32,16.96,256,135.68,120.32,Online,Amazon,New
2026-04-14,SKU-016,Massage Ball,5,16,7.68,80,38.4,41.6,Online,Shopify,New
2026-04-14,SKU-017,Compression Sleeve,3,22,11.66,66,34.98,31.02,North,Shopify,Wholesale
2026-04-14,SKU-018,Training Cone,8,28,16.24,224,129.92,94.08,Online,Retail,Returning
2026-04-14,SKU-019,Water Filter,20,34,16.32,680,326.4,353.6,South,Amazon,Returning
2026-04-14,SKU-020,Energy Gel,16,40,21.2,640,339.2,300.8,North,Retail,New
2026-04-15,SKU-002,Protein Bar Box,7,16,8.48,112,59.36,52.64,East,Amazon,VIP
2026-04-15,SKU-004,Running Socks,9,28,13.44,252,120.96,131.04,South,Shopify,Wholesale
2026-04-15,SKU-005,Smart Scale,12,34,18.02,408,216.24,191.76,North,Shopify,Returning
2026-04-15,SKU-006,Resistance Bands,13,12,6.96,156,90.48,65.52,North,Wholesale,Returning
2026-04-15,SKU-007,Meal Prep Container,15,18,8.64,270,129.6,140.4,Online,Amazon,Returning
2026-04-15,SKU-008,Trail Mix Pack,2,24,12.72,48,25.44,22.56,North,Wholesale,Returning
2026-04-15,SKU-009,Vitamin Organizer,8,30,17.4,240,139.2,100.8,East,Shopify,Wholesale
2026-04-15,SKU-010,Foam Roller,4,36,17.28,144,69.12,74.88,Online,Wholesale,Returning
2026-04-15,SKU-011,Sports Towel,5,14,7.42,70,37.1,32.9,Online,Wholesale,Returning
2026-04-15,SKU-012,Electrolyte Pack,7,20,11.6,140,81.2,58.8,Online,Wholesale,Wholesale
2026-04-15,SKU-013,Knee Support,10,26,12.48,260,124.8,135.2,Online,Shopify,New
2026-04-15,SKU-014,Gym Gloves,24,32,16.96,768,407.04,360.96,West,Amazon,Returning
2026-04-15,SKU-015,Jump Rope,6,38,22.04,228,132.24,95.76,North,Retail,VIP
2026-04-15,SKU-016,Massage Ball,5,16,7.68,80,38.4,41.6,East,Shopify,Returning
2026-04-15,SKU-017,Compression Sleeve,6,22,11.66,132,69.96,62.04,North,Wholesale,Returning
2026-04-15,SKU-018,Training Cone,5,28,16.24,140,81.2,58.8,West,Shopify,New
2026-04-15,SKU-019,Water Filter,13,34,16.32,442,212.16,229.84,West,Wholesale,New
2026-04-15,SKU-020,Energy Gel,12,40,21.2,480,254.4,225.6,Online,Retail,Returning
2026-04-16,SKU-003,Yoga Mat,6,22,12.76,132,76.56,55.44,East,Shopify,VIP
2026-04-16,SKU-004,Running Socks,6,28,13.44,168,80.64,87.36,East,Shopify,Returning
2026-04-16,SKU-005,Smart Scale,7,34,18.02,238,126.14,111.86,North,Amazon,New
2026-04-16,SKU-006,Resistance Bands,13,12,6.96,156,90.48,65.52,Online,Wholesale,Returning
2026-04-16,SKU-007,Meal Prep Container,17,18,8.64,306,146.88,159.12,Online,Amazon,Returning
2026-04-16,SKU-008,Trail Mix Pack,2,24,12.72,48,25.44,22.56,West,Retail,New
2026-04-16,SKU-009,Vitamin Organizer,3,30,17.4,90,52.2,37.8,Online,Wholesale,Returning
2026-04-16,SKU-010,Foam Roller,8,36,17.28,288,138.24,149.76,North,Retail,Wholesale
2026-04-16,SKU-011,Sports Towel,9,14,7.42,126,66.78,59.22,North,Shopify,New
2026-04-16,SKU-013,Knee Support,15,26,12.48,390,187.2,202.8,South,Shopify,Returning
2026-04-16,SKU-014,Gym Gloves,10,32,16.96,320,169.6,150.4,East,Wholesale,New
2026-04-16,SKU-015,Jump Rope,3,38,22.04,114,66.12,47.88,East,Wholesale,New
2026-04-16,SKU-016,Massage Ball,9,16,7.68,144,69.12,74.88,West,Retail,New
2026-04-16,SKU-017,Compression Sleeve,12,22,11.66,264,139.92,124.08,East,Retail,Returning
2026-04-16,SKU-018,Training Cone,7,28,16.24,196,113.68,82.32,West,Shopify,VIP
2026-04-16,SKU-019,Water Filter,8,34,16.32,272,130.56,141.44,East,Wholesale,VIP
2026-04-16,SKU-020,Energy Gel,13,40,21.2,520,275.6,244.4,West,Retail,Returning
2026-04-17,SKU-001,Hydration Bottle,5,10,4.8,50,24.0,26.0,North,Shopify,Returning
2026-04-17,SKU-002,Protein Bar Box,4,16,8.48,64,33.92,30.08,Online,Retail,Returning
2026-04-17,SKU-003,Yoga Mat,8,22,12.76,176,102.08,73.92,Online,Retail,New
2026-04-17,SKU-004,Running Socks,10,28,13.44,280,134.4,145.6,East,Retail,Returning
2026-04-17,SKU-006,Resistance Bands,6,12,6.96,72,41.76,30.24,West,Shopify,Returning
2026-04-17,SKU-007,Meal Prep Container,13,18,8.64,234,112.32,121.68,North,Wholesale,VIP
2026-04-17,SKU-008,Trail Mix Pack,3,24,12.72,72,38.16,33.84,North,Shopify,Returning
2026-04-17,SKU-009,Vitamin Organizer,4,30,17.4,120,69.6,50.4,Online,Amazon,VIP
2026-04-17,SKU-010,Foam Roller,4,36,17.28,144,69.12,74.88,Online,Shopify,VIP
2026-04-17,SKU-011,Sports Towel,2,14,7.42,28,14.84,13.16,Online,Retail,Returning
2026-04-17,SKU-012,Electrolyte Pack,6,20,11.6,120,69.6,50.4,East,Shopify,New
2026-04-17,SKU-013,Knee Support,9,26,12.48,234,112.32,121.68,Online,Amazon,Returning
2026-04-17,SKU-014,Gym Gloves,12,32,16.96,384,203.52,180.48,Online,Wholesale,Returning
2026-04-17,SKU-015,Jump Rope,4,38,22.04,152,88.16,63.84,South,Retail,Returning
2026-04-17,SKU-016,Massage Ball,1,16,7.68,16,7.68,8.32,South,Retail,Wholesale
2026-04-17,SKU-017,Compression Sleeve,8,22,11.66,176,93.28,82.72,South,Wholesale,Returning
2026-04-17,SKU-018,Training Cone,13,28,16.24,364,211.12,152.88,West,Retail,New
2026-04-17,SKU-019,Water Filter,16,34,16.32,544,261.12,282.88,East,Retail,New
2026-04-18,SKU-001,Hydration Bottle,6,10,4.8,60,28.8,31.2,South,Retail,New
2026-04-18,SKU-002,Protein Bar Box,5,16,8.48,80,42.4,37.6,South,Retail,Returning
2026-04-18,SKU-003,Yoga Mat,10,22,12.76,220,127.6,92.4,Online,Shopify,Returning
2026-04-18,SKU-004,Running Socks,9,28,13.44,252,120.96,131.04,East,Shopify,Returning
2026-04-18,SKU-005,Smart Scale,15,34,18.02,510,270.3,239.7,South,Wholesale,New
2026-04-18,SKU-006,Resistance Bands,17,12,6.96,204,118.32,85.68,Online,Wholesale,VIP
2026-04-18,SKU-007,Meal Prep Container,19,18,8.64,342,164.16,177.84,West,Amazon,New
2026-04-18,SKU-008,Trail Mix Pack,1,24,12.72,24,12.72,11.28,East,Amazon,New
2026-04-18,SKU-009,Vitamin Organizer,5,30,17.4,150,87.0,63.0,North,Retail,New
2026-04-18,SKU-010,Foam Roller,6,36,17.28,216,103.68,112.32,Online,Wholesale,Returning
2026-04-18,SKU-011,Sports Towel,6,14,7.42,84,44.52,39.48,East,Shopify,New
2026-04-18,SKU-012,Electrolyte Pack,10,20,11.6,200,116.0,84.0,East,Retail,VIP
2026-04-18,SKU-013,Knee Support,11,26,12.48,286,137.28,148.72,Online,Shopify,New
2026-04-18,SKU-014,Gym Gloves,15,32,16.96,480,254.4,225.6,North,Wholesale,Returning
2026-04-18,SKU-015,Jump Rope,7,38,22.04,266,154.28,111.72,South,Amazon,Returning
2026-04-18,SKU-017,Compression Sleeve,11,22,11.66,242,128.26,113.74,North,Retail,Returning
2026-04-18,SKU-018,Training Cone,14,28,16.24,392,227.36,164.64,South,Shopify,Returning
2026-04-18,SKU-019,Water Filter,22,34,16.32,748,359.04,388.96,North,Shopify,Returning
2026-04-18,SKU-020,Energy Gel,22,40,21.2,880,466.4,413.6,South,Shopify,Returning
2026-04-19,SKU-001,Hydration Bottle,3,10,4.8,30,14.4,15.6,South,Amazon,Returning
2026-04-19,SKU-002,Protein Bar Box,6,16,8.48,96,50.88,45.12,West,Retail,Wholesale
2026-04-19,SKU-003,Yoga Mat,8,22,12.76,176,102.08,73.92,North,Shopify,Returning
2026-04-19,SKU-005,Smart Scale,12,34,18.02,408,216.24,191.76,North,Wholesale,Wholesale
2026-04-19,SKU-006,Resistance Bands,13,12,6.96,156,90.48,65.52,West,Amazon,New
2026-04-19,SKU-007,Meal Prep Container,19,18,8.64,342,164.16,177.84,Online,Amazon,New
2026-04-19,SKU-008,Trail Mix Pack,8,24,12.72,192,101.76,90.24,South,Retail,VIP
2026-04-19,SKU-010,Foam Roller,7,36,17.28,252,120.96,131.04,South,Shopify,New
2026-04-19,SKU-011,Sports Towel,10,14,7.42,140,74.2,65.8,South,Retail,New
2026-04-19,SKU-012,Electrolyte Pack,9,20,11.6,180,104.4,75.6,Online,Amazon,Wholesale
2026-04-19,SKU-013,Knee Support,10,26,12.48,260,124.8,135.2,North,Wholesale,New
2026-04-19,SKU-014,Gym Gloves,15,32,16.96,480,254.4,225.6,East,Retail,Returning
2026-04-19,SKU-015,Jump Rope,7,38,22.04,266,154.28,111.72,North,Wholesale,Returning
2026-04-19,SKU-016,Massage Ball,4,16,7.68,64,30.72,33.28,Online,Retail,New
2026-04-19,SKU-017,Compression Sleeve,7,22,11.66,154,81.62,72.38,North,Retail,Returning
2026-04-19,SKU-018,Training Cone,14,28,16.24,392,227.36,164.64,Online,Retail,VIP
2026-04-19,SKU-019,Water Filter,17,34,16.32,578,277.44,300.56,West,Amazon,New
2026-04-19,SKU-020,Energy Gel,18,40,21.2,720,381.6,338.4,East,Wholesale,Returning
2026-04-20,SKU-001,Hydration Bottle,4,10,4.8,40,19.2,20.8,South,Amazon,Returning
2026-04-20,SKU-002,Protein Bar Box,9,16,8.48,144,76.32,67.68,South,Wholesale,Returning
2026-04-20,SKU-004,Running Socks,8,28,13.44,224,107.52,116.48,North,Shopify,Returning
2026-04-20,SKU-005,Smart Scale,8,34,18.02,272,144.16,127.84,West,Retail,Returning
2026-04-20,SKU-006,Resistance Bands,12,12,6.96,144,83.52,60.48,North,Shopify,New
2026-04-20,SKU-007,Meal Prep Container,9,18,8.64,162,77.76,84.24,East,Retail,Returning
2026-04-20,SKU-008,Trail Mix Pack,2,24,12.72,48,25.44,22.56,East,Shopify,VIP
2026-04-20,SKU-009,Vitamin Organizer,5,30,17.4,150,87.0,63.0,North,Shopify,New
2026-04-20,SKU-010,Foam Roller,3,36,17.28,108,51.84,56.16,North,Amazon,Returning
2026-04-20,SKU-011,Sports Towel,13,14,7.42,182,96.46,85.54,South,Shopify,Returning
2026-04-20,SKU-012,Electrolyte Pack,5,20,11.6,100,58.0,42.0,Online,Retail,New
2026-04-20,SKU-013,Knee Support,16,26,12.48,416,199.68,216.32,Online,Amazon,New
2026-04-20,SKU-014,Gym Gloves,14,32,16.96,448,237.44,210.56,North,Wholesale,VIP
2026-04-20,SKU-015,Jump Rope,1,38,22.04,38,22.04,15.96,West,Amazon,Returning
2026-04-20,SKU-016,Massage Ball,2,16,7.68,32,15.36,16.64,West,Amazon,New
2026-04-20,SKU-018,Training Cone,9,28,16.24,252,146.16,105.84,East,Shopify,New
2026-04-20,SKU-019,Water Filter,17,34,16.32,578,277.44,300.56,Online,Amazon,New
2026-04-20,SKU-020,Energy Gel,17,40,21.2,680,360.4,319.6,East,Wholesale,Returning
2026-04-21,SKU-001,Hydration Bottle,4,10,4.8,40,19.2,20.8,Online,Retail,New
2026-04-21,SKU-002,Protein Bar Box,5,16,8.48,80,42.4,37.6,West,Retail,New
2026-04-21,SKU-003,Yoga Mat,7,22,12.76,154,89.32,64.68,South,Wholesale,Returning
2026-04-21,SKU-004,Running Socks,11,28,13.44,308,147.84,160.16,Online,Wholesale,New
2026-04-21,SKU-005,Smart Scale,9,34,18.02,306,162.18,143.82,North,Wholesale,Wholesale
2026-04-21,SKU-006,Resistance Bands,6,12,6.96,72,41.76,30.24,West,Wholesale,Returning
2026-04-21,SKU-007,Meal Prep Container,14,18,8.64,252,120.96,131.04,South,Amazon,New
2026-04-21,SKU-008,Trail Mix Pack,3,24,12.72,72,38.16,33.84,West,Retail,Returning
2026-04-21,SKU-009,Vitamin Organizer,4,30,17.4,120,69.6,50.4,South,Shopify,New
2026-04-21,SKU-010,Foam Roller,2,36,17.28,72,34.56,37.44,West,Retail,New
2026-04-21,SKU-011,Sports Towel,5,14,7.42,70,37.1,32.9,West,Amazon,New
2026-04-21,SKU-012,Electrolyte Pack,11,20,11.6,220,127.6,92.4,West,Retail,New
2026-04-21,SKU-013,Knee Support,7,26,12.48,182,87.36,94.64,South,Retail,Returning
2026-04-21,SKU-014,Gym Gloves,12,32,16.96,384,203.52,180.48,South,Amazon,Returning
2026-04-21,SKU-015,Jump Rope,8,38,22.04,304,176.32,127.68,East,Amazon,New
2026-04-21,SKU-016,Massage Ball,6,16,7.68,96,46.08,49.92,East,Shopify,Returning
2026-04-21,SKU-017,Compression Sleeve,10,22,11.66,220,116.6,103.4,West,Amazon,VIP
2026-04-21,SKU-018,Training Cone,12,28,16.24,336,194.88,141.12,East,Wholesale,Returning
2026-04-21,SKU-019,Water Filter,23,34,16.32,782,375.36,406.64,West,Amazon,Returning
2026-04-21,SKU-020,Energy Gel,14,40,21.2,560,296.8,263.2,West,Shopify,VIP
2026-04-22,SKU-001,Hydration Bottle,3,10,4.8,30,14.4,15.6,Online,Wholesale,Returning
2026-04-22,SKU-002,Protein Bar Box,8,16,8.48,128,67.84,60.16,North,Amazon,VIP
2026-04-22,SKU-003,Yoga Mat,6,22,12.76,132,76.56,55.44,East,Amazon,New
2026-04-22,SKU-004,Running Socks,7,28,13.44,196,94.08,101.92,North,Retail,VIP
2026-04-22,SKU-005,Smart Scale,13,34,18.02,442,234.26,207.74,South,Shopify,Returning
2026-04-22,SKU-006,Resistance Bands,11,12,6.96,132,76.56,55.44,South,Wholesale,New
2026-04-22,SKU-007,Meal Prep Container,14,18,8.64,252,120.96,131.04,North,Wholesale,Returning
2026-04-22,SKU-008,Trail Mix Pack,4,24,12.72,96,50.88,45.12,North,Shopify,New
2026-04-22,SKU-009,Vitamin Organizer,1,30,17.4,30,17.4,12.6,South,Shopify,Returning
2026-04-22,SKU-010,Foam Roller,6,36,17.28,216,103.68,112.32,North,Wholesale,Returning
2026-04-22,SKU-011,Sports Towel,8,14,7.42,112,59.36,52.64,North,Retail,New
2026-04-22,SKU-012,Electrolyte Pack,9,20,11.6,180,104.4,75.6,South,Amazon,Returning
2026-04-22,SKU-013,Knee Support,13,26,12.48,338,162.24,175.76,North,Amazon,VIP
2026-04-22,SKU-014,Gym Gloves,15,32,16.96,480,254.4,225.6,South,Shopify,Wholesale
2026-04-22,SKU-015,Jump Rope,3,38,22.04,114,66.12,47.88,West,Shopify,VIP
2026-04-22,SKU-016,Massage Ball,5,16,7.68,80,38.4,41.6,South,Wholesale,Wholesale
2026-04-22,SKU-017,Compression Sleeve,8,22,11.66,176,93.28,82.72,West,Retail,Returning
2026-04-22,SKU-018,Training Cone,15,28,16.24,420,243.6,176.4,Online,Retail,Returning
2026-04-22,SKU-020,Energy Gel,24,40,21.2,960,508.8,451.2,South,Amazon,Returning
2026-04-23,SKU-001,Hydration Bottle,4,10,4.8,40,19.2,20.8,Online,Retail,Returning
2026-04-23,SKU-002,Protein Bar Box,5,16,8.48,80,42.4,37.6,East,Amazon,Returning
2026-04-23,SKU-003,Yoga Mat,10,22,12.76,220,127.6,92.4,Online,Shopify,Returning
2026-04-23,SKU-004,Running Socks,3,28,13.44,84,40.32,43.68,West,Shopify,New
2026-04-23,SKU-005,Smart Scale,4,34,18.02,136,72.08,63.92,North,Retail,Returning
2026-04-23,SKU-006,Resistance Bands,8,12,6.96,96,55.68,40.32,East,Amazon,New
2026-04-23,SKU-007,Meal Prep Container,11,18,8.64,198,95.04,102.96,Online,Retail,New
2026-04-23,SKU-008,Trail Mix Pack,1,24,12.72,24,12.72,11.28,West,Amazon,Returning
2026-04-23,SKU-009,Vitamin Organizer,5,30,17.4,150,87.0,63.0,South,Amazon,VIP
2026-04-23,SKU-010,Foam Roller,8,36,17.28,288,138.24,149.76,East,Shopify,New
2026-04-23,SKU-011,Sports Towel,8,14,7.42,112,59.36,52.64,Online,Retail,New
2026-04-23,SKU-012,Electrolyte Pack,6,20,11.6,120,69.6,50.4,West,Amazon,Returning
2026-04-23,SKU-014,Gym Gloves,12,32,16.96,384,203.52,180.48,North,Retail,New
2026-04-23,SKU-015,Jump Rope,5,38,22.04,190,110.2,79.8,East,Shopify,Returning
2026-04-23,SKU-016,Massage Ball,5,16,7.68,80,38.4,41.6,South,Wholesale,Returning
2026-04-23,SKU-017,Compression Sleeve,11,22,11.66,242,128.26,113.74,South,Retail,Wholesale
2026-04-23,SKU-018,Training Cone,8,28,16.24,224,129.92,94.08,South,Wholesale,Returning
2026-04-23,SKU-019,Water Filter,9,34,16.32,306,146.88,159.12,Online,Amazon,New
2026-04-23,SKU-020,Energy Gel,22,40,21.2,880,466.4,413.6,West,Retail,Wholesale
2026-04-24,SKU-001,Hydration Bottle,2,10,4.8,20,9.6,10.4,Online,Amazon,VIP
2026-04-24,SKU-003,Yoga Mat,7,22,12.76,154,89.32,64.68,North,Amazon,New
2026-04-24,SKU-004,Running Socks,3,28,13.44,84,40.32,43.68,South,Amazon,New
2026-04-24,SKU-005,Smart Scale,7,34,18.02,238,126.14,111.86,North,Wholesale,New
2026-04-24,SKU-006,Resistance Bands,12,12,6.96,144,83.52,60.48,South,Wholesale,New
2026-04-24,SKU-007,Meal Prep Container,9,18,8.64,162,77.76,84.24,West,Retail,New
2026-04-24,SKU-008,Trail Mix Pack,2,24,12.72,48,25.44,22.56,South,Wholesale,New
2026-04-24,SKU-009,Vitamin Organizer,2,30,17.4,60,34.8,25.2,South,Retail,Wholesale
2026-04-24,SKU-010,Foam Roller,7,36,17.28,252,120.96,131.04,Online,Wholesale,New
2026-04-24,SKU-011,Sports Towel,6,14,7.42,84,44.52,39.48,East,Wholesale,Returning
2026-04-24,SKU-012,Electrolyte Pack,10,20,11.6,200,116.0,84.0,West,Retail,Returning
2026-04-24,SKU-013,Knee Support,12,26,12.48,312,149.76,162.24,East,Shopify,Returning
2026-04-24,SKU-014,Gym Gloves,15,32,16.96,480,254.4,225.6,North,Shopify,New
2026-04-24,SKU-015,Jump Rope,2,38,22.04,76,44.08,31.92,South,Retail,New
2026-04-24,SKU-016,Massage Ball,10,16,7.68,160,76.8,83.2,North,Retail,Returning
2026-04-24,SKU-017,Compression Sleeve,7,22,11.66,154,81.62,72.38,Online,Retail,Returning
2026-04-24,SKU-018,Training Cone,9,28,16.24,252,146.16,105.84,Online,Amazon,New
2026-04-24,SKU-019,Water Filter,10,34,16.32,340,163.2,176.8,East,Amazon,Returning
2026-04-24,SKU-020,Energy Gel,26,40,21.2,1040,551.2,488.8,East,Wholesale,New
2026-04-25,SKU-003,Yoga Mat,8,22,12.76,176,102.08,73.92,West,Retail,Wholesale
2026-04-25,SKU-004,Running Socks,10,28,13.44,280,134.4,145.6,South,Amazon,New
2026-04-25,SKU-005,Smart Scale,14,34,18.02,476,252.28,223.72,West,Amazon,Wholesale
2026-04-25,SKU-006,Resistance Bands,8,12,6.96,96,55.68,40.32,Online,Shopify,New
2026-04-25,SKU-007,Meal Prep Container,16,18,8.64,288,138.24,149.76,Online,Retail,New
2026-04-25,SKU-009,Vitamin Organizer,1,30,17.4,30,17.4,12.6,South,Shopify,New
2026-04-25,SKU-010,Foam Roller,6,36,17.28,216,103.68,112.32,Online,Retail,New
2026-04-25,SKU-011,Sports Towel,7,14,7.42,98,51.94,46.06,North,Retail,New
2026-04-25,SKU-012,Electrolyte Pack,13,20,11.6,260,150.8,109.2,East,Wholesale,Returning
2026-04-25,SKU-014,Gym Gloves,23,32,16.96,736,390.08,345.92,West,Amazon,Returning
2026-04-25,SKU-016,Massage Ball,5,16,7.68,80,38.4,41.6,North,Amazon,Returning
2026-04-25,SKU-017,Compression Sleeve,15,22,11.66,330,174.9,155.1,East,Amazon,New
2026-04-25,SKU-019,Water Filter,17,34,16.32,578,277.44,300.56,North,Shopify,Returning
2026-04-25,SKU-020,Energy Gel,20,40,21.2,800,424.0,376.0,East,Wholesale,New
2026-04-26,SKU-001,Hydration Bottle,6,10,4.8,60,28.8,31.2,Online,Retail,Returning
2026-04-26,SKU-002,Protein Bar Box,10,16,8.48,160,84.8,75.2,Online,Amazon,VIP
2026-04-26,SKU-003,Yoga Mat,8,22,12.76,176,102.08,73.92,North,Retail,Wholesale
2026-04-26,SKU-004,Running Socks,5,28,13.44,140,67.2,72.8,Online,Wholesale,New
2026-04-26,SKU-005,Smart Scale,9,34,18.02,306,162.18,143.82,North,Wholesale,Returning
2026-04-26,SKU-006,Resistance Bands,10,12,6.96,120,69.6,50.4,South,Amazon,Returning
2026-04-26,SKU-007,Meal Prep Container,11,18,8.64,198,95.04,102.96,East,Wholesale,Returning
2026-04-26,SKU-008,Trail Mix Pack,7,24,12.72,168,89.04,78.96,North,Retail,Returning
2026-04-26,SKU-009,Vitamin Organizer,8,30,17.4,240,139.2,100.8,West,Retail,New
2026-04-26,SKU-010,Foam Roller,4,36,17.28,144,69.12,74.88,South,Amazon,Wholesale
2026-04-26,SKU-011,Sports Towel,12,14,7.42,168,89.04,78.96,North,Retail,New
2026-04-26,SKU-012,Electrolyte Pack,17,20,11.6,340,197.2,142.8,West,Retail,VIP
2026-04-26,SKU-013,Knee Support,9,26,12.48,234,112.32,121.68,East,Amazon,Returning
2026-04-26,SKU-014,Gym Gloves,16,32,16.96,512,271.36,240.64,Online,Amazon,VIP
2026-04-26,SKU-015,Jump Rope,9,38,22.04,342,198.36,143.64,South,Amazon,Returning
2026-04-26,SKU-016,Massage Ball,6,16,7.68,96,46.08,49.92,East,Amazon,VIP
2026-04-26,SKU-017,Compression Sleeve,21,22,11.66,462,244.86,217.14,Online,Shopify,Returning
2026-04-26,SKU-018,Training Cone,10,28,16.24,280,162.4,117.6,East,Wholesale,New
2026-04-26,SKU-019,Water Filter,18,34,16.32,612,293.76,318.24,Online,Amazon,New
2026-04-26,SKU-020,Energy Gel,22,40,21.2,880,466.4,413.6,West,Retail,Returning
2026-04-27,SKU-001,Hydration Bottle,4,10,4.8,40,19.2,20.8,West,Wholesale,New
2026-04-27,SKU-002,Protein Bar Box,5,16,8.48,80,42.4,37.6,West,Shopify,New
2026-04-27,SKU-004,Running Socks,3,28,13.44,84,40.32,43.68,South,Amazon,New
2026-04-27,SKU-005,Smart Scale,6,34,18.02,204,108.12,95.88,Online,Shopify,Returning
2026-04-27,SKU-006,Resistance Bands,9,12,6.96,108,62.64,45.36,South,Retail,New
2026-04-27,SKU-007,Meal Prep Container,14,18,8.64,252,120.96,131.04,East,Shopify,VIP
2026-04-27,SKU-008,Trail Mix Pack,5,24,12.72,120,63.6,56.4,West,Wholesale,New
2026-04-27,SKU-009,Vitamin Organizer,5,30,17.4,150,87.0,63.0,Online,Retail,New
2026-04-27,SKU-011,Sports Towel,6,14,7.42,84,44.52,39.48,Online,Wholesale,VIP
2026-04-27,SKU-012,Electrolyte Pack,6,20,11.6,120,69.6,50.4,South,Shopify,VIP
2026-04-27,SKU-013,Knee Support,11,26,12.48,286,137.28,148.72,Online,Amazon,VIP
2026-04-27,SKU-014,Gym Gloves,18,32,16.96,576,305.28,270.72,North,Retail,New
2026-04-27,SKU-015,Jump Rope,4,38,22.04,152,88.16,63.84,North,Wholesale,New
2026-04-27,SKU-017,Compression Sleeve,10,22,11.66,220,116.6,103.4,North,Shopify,New
2026-04-27,SKU-018,Training Cone,12,28,16.24,336,194.88,141.12,North,Shopify,New
2026-04-27,SKU-019,Water Filter,22,34,16.32,748,359.04,388.96,Online,Shopify,Returning
2026-04-27,SKU-020,Energy Gel,13,40,21.2,520,275.6,244.4,South,Amazon,Returning
2026-04-28,SKU-001,Hydration Bottle,2,10,4.8,20,9.6,10.4,South,Wholesale,Returning
2026-04-28,SKU-002,Protein Bar Box,2,16,8.48,32,16.96,15.04,South,Amazon,VIP
2026-04-28,SKU-003,Yoga Mat,5,22,12.76,110,63.8,46.2,South,Shopify,Returning
2026-04-28,SKU-004,Running Socks,3,28,13.44,84,40.32,43.68,South,Wholesale,VIP
2026-04-28,SKU-005,Smart Scale,6,34,18.02,204,108.12,95.88,South,Retail,Returning
2026-04-28,SKU-006,Resistance Bands,9,12,6.96,108,62.64,45.36,North,Retail,Returning
2026-04-28,SKU-007,Meal Prep Container,14,18,8.64,252,120.96,131.04,South,Retail,Returning
2026-04-28,SKU-008,Trail Mix Pack,4,24,12.72,96,50.88,45.12,South,Shopify,New
2026-04-28,SKU-009,Vitamin Organizer,8,30,17.4,240,139.2,100.8,Online,Wholesale,New
2026-04-28,SKU-010,Foam Roller,8,36,17.28,288,138.24,149.76,South,Wholesale,New
2026-04-28,SKU-011,Sports Towel,7,14,7.42,98,51.94,46.06,Online,Amazon,Returning
2026-04-28,SKU-013,Knee Support,9,26,12.48,234,112.32,121.68,West,Wholesale,Returning
2026-04-28,SKU-014,Gym Gloves,13,32,16.96,416,220.48,195.52,South,Wholesale,VIP
2026-04-28,SKU-015,Jump Rope,3,38,22.04,114,66.12,47.88,North,Retail,New
